5.741873394629021909e+00,5.711044641234029662e+00,-2.173932594250622685e+00,-3.519978108949142204e+00,1.267491414814998052e+01,-3.286017461781495452e+00,-2.581261517931467520e+00,6.203584383386401946e+00
-2.143651200872346507e+00,-3.667734111580499334e+00,-3.545419790815421024e+00,-1.851657463971748241e+00,-2.223009687419064573e+00,-1.853802992658366122e+00,-2.425847470828847996e+00,-4.363699437562521766e+00
-5.082441603016947251e-01,-1.407234606571168500e+00,-1.992754913659222860e+00,-8.803998461297527500e-01,3.795148865331325450e+00,-8.853798498760709901e-01,-1.262442144133985700e+00,-1.791658852709994143e+00
-4.476907719184644030e-01,-4.193792001800331626e-01,1.556312291096131872e+01,-2.940535200381193537e-01,-2.098983654290669243e-01,-3.456450211394879735e-01,-2.853596563081029491e-01,-3.970118812181301360e-01
-3.024061071472089690e+00,-2.150074023410546431e+00,-1.596307174116987415e+00,-4.175475949498014927e+00,-1.042735143137346387e+00,-2.297774533997924085e+00,-1.601519904142391093e+00,-2.297462126973244700e+00
-3.096848949635989445e+00,-2.392001397535715945e+00,-1.511019439434085454e+00,3.871105218787802116e+00,1.715007960145361210e+01,1.793801214659073384e+00,9.199826638230323983e-02,8.067399711092049230e+00
-2.197532028143394101e-01,-1.102929246937928431e-01,-1.000000000000000056e-01,2.215016039615408383e-01,9.677243337714118709e+00,-1.007471694689955205e-01,-3.330487078941104961e+00,-1.128699052398571823e-01
1.919710827620038529e+00,-2.107814072913372916e-01,2.633230929245716112e+01,2.189320009182575522e+00,4.881831969651202030e+00,1.134610031469323710e+00,-8.515468272924798798e-01,-3.025901301887904959e-01
-1.137870590852486874e+00,-7.641031703936828068e-01,-8.872395476126881952e-01,-1.050833105812973844e+00,3.630411351066590964e+00,-1.293287473598855097e+00,-9.096630464471014976e-01,-1.445898592999902421e+00
-2.139221430648569289e+00,-4.299289150930170056e-01,2.837851408645697848e+00,-2.025910117871404792e-01,-2.069236247050426081e-01,-1.412200721889491195e+00,-2.276070028916663546e-01,-4.777801563300617671e-01
2.562672541829785544e+00,-4.583826423449624543e-01,1.629312203201504605e+00,8.491909601967526200e+00,2.999999999999998579e+01,2.590911504767534179e+00,2.452060795072969146e+00,6.563855191331691152e+00
4.217084097141649224e+00,-3.052711429955352607e-01,2.999999999768411740e+01,2.622049708850645811e+00,1.228529999999999944e+01,5.606581951083778215e+00,7.181795033601130751e-02,-3.594508632487237731e-01
-3.521795461747977418e-01,-2.915212815957367587e-01,-3.011517664974212027e-01,1.694444029448657574e+01,-2.904198723052253683e-01,-2.868569299588517585e-01,-2.925470696039177976e-01,-5.070007425470669515e-01
-2.807408801296627399e+00,3.416776970992757789e+00,3.883131112005219876e+00,2.612983044591444681e+01,4.862905387433585247e+00,-2.100747042382908880e-01,7.749087010038655521e-01,-1.000541961340086772e+00
-1.468397721983314863e+00,2.008988973841043801e+00,2.508276057165585105e+00,2.999999970517765036e+01,5.700000000000000178e+00,1.304659650409853433e-02,2.928951502484579361e+00,-2.269845635363564540e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
